city,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,relative_humidity_2m_mean,pressure_msl_mean,cloud_cover_mean,shortwave_radiation_sum,apparent_temperature_max,weather_code
Lankaran,2021-07-18,31.4,24.6,27.9,0.0,0.0,0.0,16.7,38.5,75,1006.6,9,24.32,36.7,1
Lankaran,2021-07-19,32.7,24.8,28.9,0.0,0.0,0.0,13.4,32.4,77,1006.0,2,25.36,39.8,0
Lankaran,2021-07-20,31.9,24.7,28.7,0.0,0.0,0.0,16.6,38.5,81,1005.7,14,25.28,38.4,2
Lankaran,2021-07-21,31.4,25.3,28.4,0.0,0.0,0.0,15.3,34.9,82,1004.3,48,19.74,37.1,3
Lankaran,2021-07-22,32.4,25.2,28.9,0.0,0.0,0.0,10.4,27.0,75,1000.9,17,24.2,38.8,1
Lankaran,2021-07-23,32.5,24.6,28.3,0.0,0.0,0.0,20.2,43.2,69,1000.7,13,24.54,36.0,3
Lankaran,2021-07-24,28.4,24.5,26.3,9.1,9.1,0.0,11.9,27.0,81,1007.7,56,17.9,32.7,63
Lankaran,2021-07-25,28.6,23.3,26.2,0.2,0.2,0.0,8.4,24.1,72,1012.7,20,22.37,33.4,51
Lankaran,2021-07-26,31.5,24.1,28.2,0.0,0.0,0.0,8.3,22.7,56,1013.5,3,24.63,34.7,0
Lankaran,2021-07-27,31.5,25.0,28.3,0.0,0.0,0.0,11.5,27.7,57,1009.1,24,24.15,35.0,2
Lankaran,2021-07-28,26.8,21.8,24.9,4.2,4.2,0.0,17.3,43.6,66,1012.3,67,11.78,28.8,61
Lankaran,2021-07-29,26.0,21.4,22.9,4.1,4.1,0.0,13.4,29.2,69,1015.0,73,13.77,28.3,55
Lankaran,2021-07-30,26.6,21.2,23.5,1.7,1.7,0.0,8.4,21.2,66,1012.4,47,16.41,28.7,53
Lankaran,2021-07-31,27.1,21.5,24.6,0.2,0.2,0.0,7.2,19.4,74,1009.8,57,12.11,30.9,51
Lankaran,2021-08-01,28.6,23.2,25.0,9.0,9.0,0.0,14.6,33.1,77,1010.7,73,13.78,31.8,61
Lankaran,2021-08-02,31.5,22.8,27.2,0.0,0.0,0.0,14.2,31.3,52,1010.2,36,20.11,33.6,2
Lankaran,2021-08-03,31.3,23.7,27.7,0.0,0.0,0.0,11.7,28.1,45,1011.0,29,22.0,34.0,2
Lankaran,2021-08-04,32.3,22.9,27.8,0.0,0.0,0.0,13.2,28.8,50,1011.9,6,24.67,35.8,1
Lankaran,2021-08-05,32.5,21.8,27.9,0.0,0.0,0.0,8.0,20.2,50,1011.2,0,24.9,38.5,0
Lankaran,2021-08-06,31.4,22.5,28.2,0.0,0.0,0.0,10.7,24.8,58,1009.0,1,24.6,38.1,0
Lankaran,2021-08-07,31.2,24.2,27.9,0.0,0.0,0.0,19.1,41.8,68,1006.4,10,23.48,35.8,1
Lankaran,2021-08-08,32.8,24.2,28.7,0.0,0.0,0.0,12.9,29.5,72,1007.1,35,22.1,40.6,3
Lankaran,2021-08-09,33.4,25.5,29.8,0.0,0.0,0.0,9.4,23.8,69,1008.1,44,22.1,38.9,3
Lankaran,2021-08-10,32.9,25.3,29.0,0.0,0.0,0.0,13.3,29.9,73,1006.6,19,22.92,39.3,1
Lankaran,2021-08-11,33.0,25.4,29.3,0.0,0.0,0.0,14.4,33.1,65,1005.3,31,22.08,39.4,3
Lankaran,2021-08-12,33.3,24.1,29.5,0.0,0.0,0.0,10.5,23.4,63,1007.4,39,21.25,39.5,3
Lankaran,2021-08-13,33.8,24.1,29.9,0.0,0.0,0.0,9.4,21.6,59,1008.6,14,23.35,38.4,2
Lankaran,2021-08-14,33.1,25.3,29.0,0.0,0.0,0.0,18.8,40.0,60,1009.1,4,23.38,38.0,0
Lankaran,2021-08-15,31.0,23.3,27.1,0.0,0.0,0.0,19.9,41.4,66,1010.9,25,21.41,34.6,3
Lankaran,2021-08-16,31.0,22.3,26.2,0.0,0.0,0.0,12.7,27.7,60,1011.6,17,18.2,32.4,3
Lankaran,2021-08-17,31.1,23.4,26.8,0.0,0.0,0.0,12.0,27.0,61,1012.0,24,21.71,33.5,2
Lankaran,2021-08-18,31.9,22.1,27.2,0.0,0.0,0.0,14.0,30.6,59,1010.1,0,23.58,34.8,0
Lankaran,2021-08-19,30.9,24.1,27.8,0.0,0.0,0.0,15.6,34.9,55,1007.0,2,23.21,34.0,0
Lankaran,2021-08-20,31.3,23.0,27.4,0.0,0.0,0.0,9.3,24.8,70,1007.2,17,22.02,37.8,2
Lankaran,2021-08-21,33.4,24.5,28.5,0.0,0.0,0.0,18.7,39.2,55,1010.2,14,21.9,36.9,2
Lankaran,2021-08-22,31.9,21.7,27.7,0.0,0.0,0.0,12.5,28.8,57,1011.8,0,23.05,36.9,0
Lankaran,2021-08-23,30.3,23.4,27.0,0.0,0.0,0.0,13.0,28.4,71,1011.1,12,22.27,37.3,2
Lankaran,2021-08-24,31.6,23.7,27.8,0.0,0.0,0.0,11.2,25.9,70,1012.1,21,20.69,37.3,2
Lankaran,2021-08-25,27.6,25.8,26.5,11.1,11.1,0.0,16.4,33.1,86,1012.2,72,8.02,32.4,61
Lankaran,2021-08-26,29.6,24.3,26.9,0.0,0.0,0.0,11.3,24.8,68,1011.3,9,21.6,34.5,1
Lankaran,2021-08-27,30.4,23.3,26.8,0.0,0.0,0.0,9.0,23.8,69,1012.5,10,22.18,36.5,3
Lankaran,2021-08-28,30.7,23.9,27.7,0.0,0.0,0.0,11.6,28.1,68,1011.8,1,22.21,36.6,0
Lankaran,2021-08-29,30.9,23.2,27.5,0.0,0.0,0.0,14.3,33.5,76,1010.1,2,22.18,36.0,0
Lankaran,2021-08-30,30.5,23.8,27.4,0.6,0.6,0.0,15.0,34.6,78,1010.1,28,20.19,35.4,51
Lankaran,2021-08-31,30.5,25.1,27.6,0.6,0.6,0.0,15.3,34.2,82,1009.7,53,17.16,35.4,51
Lankaran,2021-09-01,32.0,25.1,28.3,0.0,0.0,0.0,10.2,24.8,78,1008.1,18,20.46,37.3,3
Lankaran,2021-09-02,30.9,23.9,27.4,0.0,0.0,0.0,14.4,29.5,79,1002.5,3,21.39,36.7,0
Lankaran,2021-09-03,29.9,23.1,26.9,2.4,2.4,0.0,24.2,52.9,61,1005.9,17,20.7,31.1,61
Lankaran,2021-09-04,22.8,20.0,20.8,22.0,22.0,0.0,23.0,46.4,80,1016.8,94,5.0,24.2,63
Lankaran,2021-09-05,24.4,20.7,22.0,1.6,1.6,0.0,11.8,25.2,83,1014.9,73,9.31,27.0,51
Lankaran,2021-09-06,25.4,21.5,23.4,1.7,1.7,0.0,9.5,18.4,78,1013.6,88,7.16,29.1,61
Lankaran,2021-09-07,24.0,20.0,22.5,14.2,14.2,0.0,17.7,36.7,83,1019.9,97,7.55,26.3,63
Lankaran,2021-09-08,21.1,18.7,19.7,35.2,35.2,0.0,15.3,34.2,83,1024.4,100,6.15,21.3,63
Lankaran,2021-09-09,23.4,18.6,20.4,0.0,0.0,0.0,17.6,37.1,67,1020.9,69,13.26,22.6,3
Lankaran,2021-09-10,23.7,18.2,20.7,0.0,0.0,0.0,9.6,21.6,64,1018.0,26,18.12,25.6,2
Lankaran,2021-09-11,25.5,17.1,21.7,0.0,0.0,0.0,10.4,22.0,67,1012.3,21,20.0,28.6,3
Lankaran,2021-09-12,25.8,21.8,23.5,0.0,0.0,0.0,11.5,24.1,78,1010.3,66,8.34,29.7,3
Lankaran,2021-09-13,27.2,21.8,24.2,0.0,0.0,0.0,12.5,27.4,67,1009.4,7,19.66,29.9,1
Lankaran,2021-09-14,26.4,19.6,23.1,0.0,0.0,0.0,11.5,24.1,72,1011.2,4,20.0,30.6,0
Lankaran,2021-09-15,26.4,19.8,23.0,0.0,0.0,0.0,8.0,20.5,73,1012.7,11,19.22,29.9,1
Lankaran,2021-09-16,25.8,19.5,22.5,0.0,0.0,0.0,10.9,22.3,78,1008.7,10,17.24,29.1,1
Lankaran,2021-09-17,25.1,19.5,22.6,0.8,0.8,0.0,17.2,36.7,72,1012.2,22,14.95,26.3,51
Lankaran,2021-09-18,24.8,18.8,21.9,0.0,0.0,0.0,10.7,22.7,64,1014.7,6,18.99,26.7,1
Lankaran,2021-09-19,24.4,17.2,21.2,0.0,0.0,0.0,9.9,26.3,76,1014.8,2,18.89,27.2,0
Lankaran,2021-09-20,26.5,18.8,22.7,0.0,0.0,0.0,7.8,20.2,72,1012.0,2,18.55,29.8,0
Lankaran,2021-09-21,26.2,18.9,22.8,0.0,0.0,0.0,9.9,22.0,80,1012.7,23,17.37,30.6,3
Lankaran,2021-09-22,27.5,20.1,23.8,0.5,0.5,0.0,13.8,33.5,74,1008.5,17,18.48,31.6,51
Lankaran,2021-09-23,23.7,21.3,22.6,6.2,6.2,0.0,14.1,29.9,90,1006.7,83,8.39,26.7,61
Lankaran,2021-09-24,25.3,20.8,22.8,10.3,10.3,0.0,17.2,33.8,90,1006.3,98,9.12,29.5,61
Lankaran,2021-09-25,20.7,17.8,19.2,4.6,4.6,0.0,20.3,42.1,80,1013.1,97,7.69,22.0,63
Lankaran,2021-09-26,22.5,17.8,20.0,0.0,0.0,0.0,33.9,68.8,53,1018.3,12,17.56,21.5,2
Lankaran,2021-09-27,21.8,15.6,19.2,0.0,0.0,0.0,12.2,29.2,65,1015.6,15,17.98,22.5,2
Lankaran,2021-09-28,20.6,18.2,19.7,20.1,20.1,0.0,12.6,26.3,86,1014.9,94,4.46,22.5,63
Lankaran,2021-09-29,19.5,17.7,18.8,27.0,27.0,0.0,18.8,38.9,88,1018.8,100,3.75,20.2,63
Lankaran,2021-09-30,18.4,16.9,17.6,24.4,24.4,0.0,22.4,43.6,88,1021.0,100,3.43,18.8,61
Lankaran,2021-10-01,17.5,15.9,16.6,19.7,19.7,0.0,19.1,37.8,86,1024.0,100,3.87,16.5,61
Lankaran,2021-10-02,18.0,14.8,16.2,4.1,4.1,0.0,13.2,27.7,83,1025.6,100,4.94,17.5,53
Lankaran,2021-10-03,17.4,15.3,16.6,5.3,5.3,0.0,12.3,29.5,86,1022.7,100,3.97,18.8,53
Lankaran,2021-10-04,21.0,16.5,18.3,5.0,5.0,0.0,22.4,46.1,83,1015.4,76,9.83,19.5,61
Lankaran,2021-10-05,17.0,14.1,15.9,7.2,7.2,0.0,20.5,40.7,79,1020.6,100,4.19,15.8,61
Lankaran,2021-10-06,15.9,12.8,14.5,11.1,11.1,0.0,23.2,44.3,85,1022.8,99,3.38,14.3,53
Lankaran,2021-10-07,14.0,12.3,13.0,8.6,8.6,0.0,21.4,42.8,85,1028.7,100,2.93,12.5,53
Lankaran,2021-10-08,15.1,12.3,13.3,2.6,2.6,0.0,14.1,27.0,81,1029.9,100,4.12,13.9,51
Lankaran,2021-10-09,15.7,12.4,13.9,2.3,2.3,0.0,15.3,29.5,78,1029.6,100,4.33,15.3,51
Lankaran,2021-10-10,17.8,12.2,15.2,0.0,0.0,0.0,7.2,16.9,79,1026.1,66,9.03,18.1,3
Lankaran,2021-10-11,18.4,13.9,16.4,0.0,0.0,0.0,11.0,23.8,80,1024.1,78,5.98,19.7,3
Lankaran,2021-10-12,19.9,14.9,17.3,0.2,0.2,0.0,18.1,37.4,81,1020.0,92,9.03,19.8,51
Lankaran,2021-10-13,20.2,15.8,17.8,0.3,0.3,0.0,10.5,23.8,88,1015.1,81,11.52,21.4,51
Lankaran,2021-10-14,23.2,15.6,19.4,0.0,0.0,0.0,9.0,19.4,76,1018.2,42,14.71,26.0,3
Lankaran,2021-10-15,20.8,16.5,18.7,0.2,0.2,0.0,7.9,17.3,86,1022.0,69,11.26,22.4,51
Lankaran,2021-10-16,21.1,16.4,18.9,2.2,2.2,0.0,16.8,33.1,88,1017.1,91,9.0,23.0,53
Lankaran,2021-10-17,21.0,18.3,19.5,3.5,3.5,0.0,8.7,18.0,90,1012.5,100,4.04,23.4,51
Lankaran,2021-10-18,21.3,17.2,19.1,2.0,2.0,0.0,17.3,37.1,86,1012.2,59,9.54,22.3,53
Lankaran,2021-10-19,20.6,15.7,18.2,2.3,2.3,0.0,11.3,26.6,81,1016.7,66,10.14,21.7,61
Lankaran,2021-10-20,17.0,14.4,15.4,25.3,25.3,0.0,18.4,35.3,84,1022.8,84,2.65,16.4,63
Lankaran,2021-10-21,15.1,12.7,13.8,27.8,27.8,0.0,15.1,28.8,87,1030.4,82,3.38,14.6,63
Lankaran,2021-10-22,17.9,10.5,14.7,0.0,0.0,0.0,22.2,45.0,80,1025.7,15,13.37,16.3,1
Lankaran,2021-10-23,18.9,12.3,15.6,0.0,0.0,0.0,8.9,15.8,80,1020.6,56,10.52,19.8,3
Lankaran,2021-10-24,19.4,13.4,16.1,0.6,0.6,0.0,9.7,22.3,77,1017.7,28,13.27,19.9,53
Lankaran,2021-10-25,19.5,12.2,15.7,8.6,8.6,0.0,24.3,45.4,78,1017.8,35,13.54,20.0,61
Lankaran,2021-10-26,13.1,7.5,10.1,11.4,11.4,0.0,24.0,47.9,82,1029.7,88,2.6,10.5,61
Lankaran,2021-10-27,13.3,7.6,10.5,0.0,0.0,0.0,11.3,26.6,81,1031.3,64,8.12,11.8,3
Lankaran,2021-10-28,14.4,9.2,12.1,0.0,0.0,0.0,11.4,24.1,81,1025.1,61,9.4,13.2,3
Lankaran,2021-10-29,15.6,10.3,13.4,1.4,1.4,0.0,9.4,19.4,86,1024.0,88,4.18,15.7,51
Lankaran,2021-10-30,15.8,13.9,14.7,13.9,13.9,0.0,10.2,18.7,90,1029.7,100,2.97,15.7,63
Lankaran,2021-10-31,15.1,13.3,14.2,2.9,2.9,0.0,9.1,18.4,92,1030.5,99,3.91,15.7,55
Lankaran,2021-11-01,14.8,13.2,14.0,0.3,0.3,0.0,7.6,18.0,98,1024.1,100,4.62,15.7,51
Lankaran,2021-11-02,18.1,13.2,15.7,0.0,0.0,0.0,6.2,14.8,92,1017.2,97,7.37,19.7,3
Lankaran,2021-11-03,17.3,15.2,16.3,9.6,9.6,0.0,12.9,25.9,96,1017.6,100,2.88,17.8,63
Lankaran,2021-11-04,16.9,13.9,15.3,6.9,6.9,0.0,21.7,41.8,87,1026.2,100,4.46,16.4,55
Lankaran,2021-11-05,15.2,10.7,13.5,4.3,4.3,0.0,17.9,34.2,85,1031.2,99,3.78,14.5,53
Lankaran,2021-11-06,13.1,7.5,10.2,0.0,0.0,0.0,13.8,29.5,76,1029.4,13,11.83,10.5,2
Lankaran,2021-11-07,15.4,5.9,10.7,0.0,0.0,0.0,10.9,23.8,69,1024.3,0,12.34,12.9,0
Lankaran,2021-11-08,16.6,7.0,12.3,0.0,0.0,0.0,14.9,31.3,66,1023.9,5,12.07,15.1,1
Lankaran,2021-11-09,17.0,8.5,12.7,0.0,0.0,0.0,12.4,27.4,75,1022.6,1,11.95,15.8,0
Lankaran,2021-11-10,17.2,9.4,13.6,1.7,1.7,0.0,16.3,32.0,70,1017.7,30,11.71,16.1,53
Lankaran,2021-11-11,11.0,7.1,9.3,39.3,39.3,0.0,20.4,37.1,87,1031.9,100,1.31,8.7,63
Lankaran,2021-11-12,9.9,6.9,8.2,8.9,8.9,0.0,20.8,38.5,85,1030.2,85,2.78,8.6,61
Lankaran,2021-11-13,13.4,5.4,9.8,0.0,0.0,0.0,9.0,20.9,82,1025.3,14,11.28,12.5,3
Lankaran,2021-11-14,12.9,9.0,11.7,3.3,3.3,0.0,14.9,26.6,84,1028.6,93,2.1,13.1,51
Lankaran,2021-11-15,11.9,10.4,11.2,0.1,0.1,0.0,12.2,23.0,92,1020.4,100,5.3,11.5,51
Lankaran,2021-11-16,11.3,6.3,8.3,11.1,11.1,0.0,20.2,41.8,82,1028.1,99,1.99,9.7,61
Lankaran,2021-11-17,11.2,4.5,7.9,0.1,0.1,0.0,15.0,31.3,77,1031.2,39,9.65,8.0,51
Lankaran,2021-11-18,10.8,5.1,8.7,0.0,0.0,0.0,9.8,20.5,85,1026.3,71,7.21,9.5,3
Lankaran,2021-11-19,11.4,8.6,10.0,0.0,0.0,0.0,11.4,26.3,85,1020.2,85,5.14,10.6,3
Lankaran,2021-11-20,15.1,7.2,10.7,0.0,0.0,0.0,8.9,18.0,77,1013.6,65,9.79,13.8,3
Lankaran,2021-11-21,18.1,8.6,13.1,0.0,0.0,0.0,15.6,31.0,65,1015.5,23,10.4,16.9,3
Lankaran,2021-11-22,14.9,7.7,11.5,0.0,0.0,0.0,7.9,17.6,78,1021.0,4,9.56,14.5,1
Lankaran,2021-11-23,16.4,10.4,13.7,0.0,0.0,0.0,6.7,14.4,72,1018.1,2,10.14,16.7,1
Lankaran,2021-11-24,18.6,9.1,12.9,0.3,0.3,0.0,14.8,34.6,74,1014.6,51,10.18,19.0,51
Lankaran,2021-11-25,11.4,9.3,9.9,21.5,21.5,0.0,18.1,33.8,91,1028.0,100,1.5,10.4,61
Lankaran,2021-11-26,10.4,8.9,9.6,2.1,2.1,0.0,13.8,26.6,90,1026.0,100,2.29,9.5,53
Lankaran,2021-11-27,11.8,6.8,10.0,0.3,0.3,0.0,10.0,23.8,92,1021.4,83,8.34,11.0,51
Lankaran,2021-11-28,15.2,8.4,11.8,0.0,0.0,0.0,7.4,19.4,89,1017.1,59,9.08,15.3,3
Lankaran,2021-11-29,17.3,10.0,13.4,0.0,0.0,0.0,8.8,18.7,78,1016.6,6,9.11,17.6,3
Lankaran,2021-11-30,17.2,9.3,13.7,0.0,0.0,0.0,13.9,27.4,68,1011.4,86,9.41,16.7,3
Lankaran,2021-12-01,24.7,10.6,19.0,0.0,0.0,0.0,31.2,59.0,49,1001.4,62,8.52,21.9,3
Lankaran,2021-12-02,11.4,7.3,9.5,9.9,9.9,0.0,15.9,33.8,78,1016.6,77,1.56,9.5,61
Lankaran,2021-12-03,12.4,4.8,9.1,0.2,0.2,0.0,15.2,31.3,82,1025.4,36,9.17,9.9,51
Lankaran,2021-12-04,13.3,6.5,9.5,0.0,0.0,0.0,12.7,28.8,88,1021.1,42,8.79,11.7,3
Lankaran,2021-12-05,16.0,5.4,10.2,0.0,0.0,0.0,7.4,15.8,80,1014.8,73,8.22,13.6,3
Lankaran,2021-12-06,16.0,7.4,11.7,0.0,0.0,0.0,9.8,20.5,72,1019.8,51,8.8,13.1,3
Lankaran,2021-12-07,13.5,8.9,11.9,0.0,0.0,0.0,10.5,23.0,87,1024.2,63,7.06,13.4,3
Lankaran,2021-12-08,11.5,9.1,10.5,0.5,0.5,0.0,9.4,20.9,97,1018.3,100,5.23,11.1,51
Lankaran,2021-12-09,15.9,8.3,11.4,0.0,0.0,0.0,12.4,25.9,80,1014.6,72,8.25,14.0,3
Lankaran,2021-12-10,14.9,8.2,12.1,0.0,0.0,0.0,7.8,15.8,80,1024.0,29,8.37,14.2,3
Lankaran,2021-12-11,14.2,9.5,11.9,0.0,0.0,0.0,6.4,14.0,91,1025.3,82,6.42,14.2,3
Lankaran,2021-12-12,11.9,9.8,10.9,7.6,7.6,0.0,13.6,24.8,93,1029.5,100,1.71,10.6,53
Lankaran,2021-12-13,11.3,10.2,10.8,13.1,13.1,0.0,15.6,27.7,95,1030.5,100,1.88,10.8,53
Lankaran,2021-12-14,11.3,10.1,10.7,1.8,1.8,0.0,18.1,32.8,88,1027.3,97,2.1,10.4,51
Lankaran,2021-12-15,11.3,8.3,10.3,0.2,0.2,0.0,13.5,27.7,91,1023.4,96,2.46,9.9,51
Lankaran,2021-12-16,11.7,6.9,9.3,0.0,0.0,0.0,4.5,13.0,88,1019.7,56,8.28,11.1,3
Lankaran,2021-12-17,11.6,8.0,10.1,0.9,0.9,0.0,8.7,18.7,96,1014.3,98,4.63,11.5,53
Lankaran,2021-12-18,12.2,8.2,9.9,0.2,0.2,0.0,9.4,21.6,89,1010.9,54,7.95,11.5,51
Lankaran,2021-12-19,12.5,6.4,9.0,0.0,0.0,0.0,12.8,27.7,92,1013.7,66,7.98,10.7,3
Lankaran,2021-12-20,11.9,7.4,9.7,0.1,0.1,0.0,14.3,28.8,83,1010.1,47,8.91,10.5,51
Lankaran,2021-12-21,14.7,6.8,10.6,0.0,0.0,0.0,15.3,29.2,76,1004.6,31,9.04,13.9,3
Lankaran,2021-12-22,10.3,6.4,8.3,0.6,0.6,0.0,27.6,53.3,76,1014.9,63,8.06,7.5,51
Lankaran,2021-12-23,8.1,2.9,4.4,8.0,7.8,0.14,20.9,41.0,81,1023.3,99,1.26,4.7,71
Lankaran,2021-12-24,3.4,2.6,2.9,8.9,3.6,3.71,24.7,48.2,79,1023.7,100,1.56,-1.2,73
Lankaran,2021-12-25,6.3,2.0,3.7,0.0,0.0,0.0,14.5,28.8,72,1024.1,36,8.85,4.0,3
Lankaran,2021-12-26,10.9,1.3,7.1,0.0,0.0,0.0,11.9,26.3,71,1023.3,10,8.82,8.5,3
Lankaran,2021-12-27,12.6,2.0,7.4,0.0,0.0,0.0,8.9,15.1,70,1021.0,14,9.04,11.0,2
Lankaran,2021-12-28,13.1,4.0,8.3,0.0,0.0,0.0,8.9,14.4,54,1021.0,58,9.01,9.4,3
Lankaran,2021-12-29,9.5,3.6,7.5,0.0,0.0,0.0,7.4,18.0,59,1017.9,81,7.56,7.6,3
Lankaran,2021-12-30,9.6,2.3,6.6,0.0,0.0,0.0,8.9,20.2,63,1018.6,46,9.3,6.9,3
Lankaran,2021-12-31,8.6,2.3,5.5,0.0,0.0,0.0,7.1,15.8,64,1020.3,19,9.25,6.2,3
Lankaran,2022-01-01,11.8,1.2,6.0,0.0,0.0,0.0,9.0,20.2,76,1016.7,61,9.17,10.3,3
Lankaran,2022-01-02,12.9,4.6,7.9,0.0,0.0,0.0,10.3,21.6,64,1009.8,23,9.41,11.7,3
Lankaran,2022-01-03,9.7,5.0,7.1,2.2,2.2,0.0,15.3,30.2,77,1015.5,68,7.43,6.7,55
Lankaran,2022-01-04,9.9,1.6,5.9,0.0,0.0,0.0,10.2,21.6,64,1011.9,56,9.05,7.3,3
Lankaran,2022-01-05,12.0,5.1,8.5,0.3,0.3,0.0,9.4,22.0,65,1017.6,42,8.99,10.2,51
Lankaran,2022-01-06,10.7,3.4,7.6,0.0,0.0,0.0,7.7,15.5,59,1020.3,0,9.46,8.5,0
Lankaran,2022-01-07,12.7,4.6,10.0,0.0,0.0,0.0,6.4,15.8,58,1017.2,35,9.42,10.8,3
Lankaran,2022-01-08,13.6,4.9,10.3,0.4,0.4,0.0,22.3,44.3,65,1023.0,81,7.89,10.8,51
Lankaran,2022-01-09,8.4,6.1,7.3,0.0,0.0,0.0,8.7,17.3,93,1024.1,97,3.34,7.1,3
Lankaran,2022-01-10,10.6,5.1,8.0,0.1,0.1,0.0,11.3,26.6,96,1016.0,98,6.27,9.1,51
Lankaran,2022-01-11,12.6,4.6,9.0,0.0,0.0,0.0,10.7,26.6,83,1014.9,78,8.0,11.6,3
Lankaran,2022-01-12,11.5,5.7,9.1,0.0,0.0,0.0,7.0,18.4,84,1017.1,38,8.59,10.6,3
Lankaran,2022-01-13,10.4,6.8,9.1,0.0,0.0,0.0,18.8,36.4,85,1012.6,100,4.03,9.3,3
Lankaran,2022-01-14,7.7,2.1,4.7,7.8,6.0,1.26,19.7,37.8,89,1015.6,90,3.76,5.2,73
Lankaran,2022-01-15,7.8,-0.3,4.0,0.0,0.0,0.0,8.6,19.1,69,1003.0,28,10.01,5.1,3
Lankaran,2022-01-16,6.0,3.6,4.7,5.0,5.0,0.0,21.1,38.9,80,1014.2,100,2.83,3.5,53
Lankaran,2022-01-17,5.8,2.0,3.7,0.0,0.0,0.0,20.5,41.0,68,1021.6,98,6.87,3.4,3
Lankaran,2022-01-18,8.2,-1.2,4.0,0.0,0.0,0.0,9.3,24.8,58,1017.4,10,10.65,4.7,3
Lankaran,2022-01-19,9.5,0.3,4.8,0.0,0.0,0.0,11.3,22.3,57,1014.7,19,9.98,6.6,3
Lankaran,2022-01-20,5.2,2.0,3.4,19.0,6.9,8.47,24.1,47.9,83,1016.0,100,1.2,1.8,75
Lankaran,2022-01-21,6.1,-1.1,2.9,0.0,0.0,0.0,15.0,30.6,58,1023.8,13,10.89,2.3,3
Lankaran,2022-01-22,7.7,-1.0,3.9,0.0,0.0,0.0,10.2,16.6,56,1019.5,19,10.98,4.7,3
Lankaran,2022-01-23,9.6,-1.0,3.4,0.0,0.0,0.0,8.8,18.0,56,1014.5,24,10.92,6.3,3
Lankaran,2022-01-24,11.1,-0.4,5.3,0.0,0.0,0.0,8.5,18.0,57,1015.4,0,11.15,8.8,0
Lankaran,2022-01-25,8.8,0.3,5.5,0.1,0.1,0.0,12.0,24.5,72,1021.1,27,10.27,6.5,51
Lankaran,2022-01-26,8.0,4.5,6.2,0.1,0.1,0.0,15.2,28.8,91,1020.1,99,4.45,6.5,51
Lankaran,2022-01-27,4.9,3.4,4.2,21.0,21.0,0.0,18.8,37.1,93,1013.7,100,3.14,1.8,63
Lankaran,2022-01-28,8.2,2.6,5.2,0.2,0.2,0.0,8.9,18.7,82,1020.7,62,6.59,5.7,51
Lankaran,2022-01-29,8.6,1.8,5.5,0.0,0.0,0.0,8.7,18.4,69,1021.9,4,11.51,5.9,0
Lankaran,2022-01-30,10.4,1.4,5.6,0.0,0.0,0.0,13.8,29.9,63,1019.2,23,11.76,6.9,2
Lankaran,2022-01-31,11.9,1.7,6.6,0.0,0.0,0.0,9.7,20.5,60,1014.8,15,12.03,10.0,3
Lankaran,2022-02-01,13.3,3.1,8.6,0.0,0.0,0.0,11.3,18.4,59,1014.8,58,11.35,11.2,3
Lankaran,2022-02-02,13.9,3.5,8.6,0.0,0.0,0.0,11.6,27.4,78,1020.4,33,11.83,11.9,3
Lankaran,2022-02-03,13.9,2.1,7.4,0.0,0.0,0.0,7.6,16.6,59,1015.0,49,11.02,11.3,3
Lankaran,2022-02-04,15.2,5.4,10.7,1.4,1.4,0.0,13.0,25.9,59,1005.8,58,11.19,14.2,53
Lankaran,2022-02-05,11.3,4.9,8.1,2.2,2.2,0.0,29.8,59.0,73,1010.4,88,10.0,6.5,53
Lankaran,2022-02-06,7.9,0.6,5.1,0.0,0.0,0.0,21.4,42.8,60,1020.5,24,12.5,3.5,3
Lankaran,2022-02-07,11.3,1.1,5.3,0.0,0.0,0.0,16.3,34.6,64,1021.4,8,12.33,6.9,1
Lankaran,2022-02-08,9.4,2.5,6.3,0.0,0.0,0.0,9.4,24.5,78,1018.9,7,13.0,7.3,1
Lankaran,2022-02-09,17.4,2.3,9.6,0.0,0.0,0.0,12.6,25.6,66,1013.1,27,12.9,16.0,2
Lankaran,2022-02-10,15.1,7.0,8.6,1.6,1.6,0.0,11.5,24.8,75,1017.1,80,4.5,12.1,51
Lankaran,2022-02-11,7.3,4.5,6.1,5.1,5.1,0.0,11.5,21.6,90,1027.1,95,2.7,5.4,53
Lankaran,2022-02-12,11.3,3.2,7.2,0.0,0.0,0.0,13.0,30.2,83,1026.5,24,12.37,8.9,2
Lankaran,2022-02-13,15.0,5.6,10.1,0.1,0.1,0.0,22.2,43.9,63,1026.7,29,13.53,11.9,51
Lankaran,2022-02-14,7.3,5.8,6.5,1.8,1.8,0.0,12.0,24.5,83,1030.8,99,3.02,5.1,51
Lankaran,2022-02-15,7.3,6.1,6.7,5.0,5.0,0.0,17.8,33.5,88,1027.0,100,1.85,5.1,55
Lankaran,2022-02-16,7.8,5.9,6.7,2.1,2.1,0.0,12.2,24.8,90,1027.3,100,3.78,5.5,51
Lankaran,2022-02-17,8.6,6.0,6.9,1.1,1.1,0.0,12.0,23.0,87,1022.0,84,6.13,6.8,51
Lankaran,2022-02-18,10.1,4.9,7.0,0.0,0.0,0.0,10.5,21.6,92,1013.8,98,9.28,8.2,3
